 -0.068   0.078  -0.148  -0.065  -0.291  -0.041  -0.059  -0.102  -0.172  -0.224 
  0.002  -0.032  -0.111  -0.087   0.087  -0.019  -0.141  -0.032  -0.209  -0.102 
 -0.090  -0.032  -0.090   0.045  -0.193  -0.087   0.115   0.005  -0.083   0.017 
 -0.123   0.042  -0.282  -0.410   0.002  -0.535   0.081  -0.038  -0.038  -0.053 
  0.100  -0.053  -0.053  -0.093  -0.273  -0.004  -0.032  -0.160  -0.120  -0.184 
 -0.135  -0.056   0.023  -0.026   0.020  -0.050   0.463  -0.169  -0.187  -0.141 
 -0.138   0.029  -0.050  -0.010  -0.196  -0.080  -0.132  -0.145   0.023  -0.096 
 -0.071  -0.038   0.005  -0.007  -0.111   0.002  -0.187  -0.114  -0.120  -0.068 
 -0.053  -0.026  -0.047   0.072  -0.175  -0.056   0.054  -0.218  -0.376  -0.279 
  0.014  -0.059  -0.047   0.390   0.075   0.451  -0.221  -0.102  -0.645  -0.019 
 -0.245  -0.004  -0.047  -0.035  -0.135   0.441  -0.090  -0.053  -0.056  -0.111 
 -0.013   0.020  -0.068  -0.047  -0.059   0.036  -0.218   0.032  -0.141   0.066 
 -0.047   0.002  -0.038  -0.056  -0.181  -0.090  -0.166  -0.132  -0.105  -0.135 
 -0.120   0.020  -0.019   0.011  -0.026  -0.071  -0.044   0.237  -0.441  -0.367 
 -0.065   0.118  -0.233  -0.203  -0.495  -0.038  -0.361   0.136  -0.117  -0.010 
  0.060   0.213  -0.032  -0.141  -0.041  -0.285  -0.007  -0.126  -0.035  -0.099 
 -0.123   0.057  -0.166   0.029  -0.123   0.029  -0.099  -0.169  -0.050  -0.129 
 -0.071   0.048  -0.160  -0.083   0.069  -0.007  -0.059  -0.035  -0.209  -0.093 
 -0.132   0.036   0.115  -0.022  -0.212  -0.004  -0.083  -0.102  -0.090  -0.062 
 -0.016  -0.019   0.460  -0.080  -0.004  -0.016  -0.154  -0.233  -0.224  -0.077 
 -0.038  -0.007  -0.044  -0.169  -0.126  -0.074  -0.004  -0.279  -0.032  -0.059 
 -0.425  -0.294  -0.050  -0.279  -0.059   0.100  -0.212  -0.099  -0.367   0.014 
  0.008   0.191  -0.050  -0.007  -0.083   0.057  -0.117  -0.029  -0.074  -0.117 
  0.121  -0.135  -0.032  -0.151   0.042  -0.029  -0.145  -0.068  -0.169   0.017 
 -0.001   0.136  -0.450  -0.007  -0.126  -0.016  -0.004   0.005  -0.389  -0.068 
  0.005  -0.004  -0.114  -0.041   0.075   0.045  -0.132  -0.004  -0.193   0.005 
  0.118   0.069   0.036   0.420  -0.068   0.414   0.069   0.139  -0.282  -0.129 
  0.026   0.203  -0.407   0.005   0.347   0.020  -0.019  -0.016  -0.218  -0.120 
  0.203  -0.288   0.051   0.011  -0.117  -0.575   0.097   0.103  -0.004  -0.154 
  0.008   0.087  -0.056   0.005  -0.242  -0.053   0.005  -0.059   0.148   0.005 
  0.243   0.298   0.469  -0.184   0.182  -0.050   0.155   0.213   0.026  -0.044 
  0.002   0.045  -0.016  -0.083   0.057   0.042  -0.099   0.078  -0.145   0.005 
  0.441   0.454   0.267  -0.148  -0.044   0.118   0.301   0.246   0.225  -0.022 
  0.151   0.176   0.206  -0.022  -0.407  -0.038  -0.010   0.066  -0.270   0.103 
  0.698   1.122   0.542   0.045  -0.013   0.515   0.505   0.441   0.121   0.087 
  0.042   0.097  -0.169   0.002   0.118   0.002   0.002   0.295  -0.172   0.213 
  1.018   1.094   0.756   0.139  -0.349   0.142   0.914   0.728   0.231   0.231 
  0.698   0.228   0.112   0.057   0.292   0.249   0.197   0.402  -0.016   0.335 
  1.564   1.427   0.921   0.103   0.136   0.396   1.210   0.942   0.289   0.335 
  0.234   0.765   0.209   0.188   0.689   0.246   0.502   0.820  -0.044   0.557 
  1.915   1.894   1.186   0.591   0.472   0.502   1.894   1.369   0.927   0.536 
  0.554   0.502   0.444   0.295   0.444   0.448   0.689   1.250   0.158   0.820 
  2.446   2.312   1.339   0.817   1.131   1.159   2.449   1.888   1.226   0.921 
  0.899   0.789   0.792   0.499   0.646   0.722   1.058   1.644   0.264   1.137 
  2.950   2.761   2.013   1.244   1.000   1.629   3.099   2.404   1.918   1.381 
  1.348   0.997   1.040   1.024   0.628   1.134   1.574   2.010   0.512   1.696 
  3.499   2.932   2.562   1.555   1.366   2.260   3.774   3.020   2.306   2.068 
  1.748   1.403   1.561   1.482   1.448   1.534   2.044   2.596   0.997   2.251 
  4.070   3.850   3.099   2.099   2.056   2.953   4.537   3.798   2.913   2.422 
  2.327   1.836   2.019   1.992   1.909   2.004   2.520   3.148   1.403   2.675 
  4.613   4.329   3.670   2.785   2.453   3.771   5.291   4.516   3.630   3.032 
  2.922   2.486   2.578   2.584   2.517   2.590   3.649   3.807   1.888   3.551 
  5.248   4.747   4.329   3.487   3.029   4.647   5.959   5.095   4.247   3.243 
  3.475   3.020   3.179   3.481   3.020   3.417   3.878   4.244   2.767   4.161 
  5.785   5.214   4.747   4.216   3.386   5.361   6.533   5.730   4.894   4.299 
  4.027   3.392   3.786   4.128   3.695   3.896   4.339   4.894   3.264   5.098 
  6.237   5.498   5.367   5.108   4.284   6.212   7.140   6.270   5.620   5.004 
  4.540   4.436   4.461   4.894   4.522   4.570   4.787   5.031   4.073   5.407 
  6.698   5.986   5.880   5.767   4.866   6.630   7.622   6.865   6.224   6.133 
  5.028   5.120   4.967   5.834   5.205   4.619   4.903   5.892   5.126   6.475 
  7.109   6.054   6.304   7.073   5.202   7.402   8.007   7.012   6.899   6.243 
  5.526   5.693   5.590   6.136   6.371   5.962   5.623   6.527   5.590   7.024 
  7.604   6.652   6.774   7.076   6.063   8.077   8.391   7.729   7.290   6.627 
  6.011   6.240   6.069   6.676   6.582   6.572   6.014   7.351   6.167   7.412 
  7.872   6.929   7.155   7.799   6.444   8.452   8.782   8.062   7.818   6.823 
  6.405   7.067   6.640   7.259   7.219   7.387   6.286   7.296   6.615   7.985 
  8.419   6.932   7.515   8.312   6.942   8.962   9.035   8.321   8.168   7.457 
  6.749   7.427   7.058   7.711   7.775   7.677   6.560   7.613   7.393   8.355 
  8.355   7.091   7.787   8.782   7.262   9.301   9.124   8.477   8.580   7.741 
  6.759   7.857   7.265   8.153   8.254   8.172   6.685   7.595   7.875   8.840 
  8.269   7.067   8.092   9.136   7.540   9.600   9.020   8.440   8.403   8.086 
  7.274   7.787   7.518   8.440   8.864   8.416   6.871   7.979   8.403   9.069 
  8.229   7.244   8.254   9.420   7.912   9.752   9.325   8.574   8.968   8.205 
  7.402   8.522   7.830   8.596   9.282   8.968   6.978   8.062   8.489   9.371 
  8.602   7.241   8.590   9.624   8.016   9.493   9.200   8.626   8.992   8.266 
  7.491   8.736   8.068   8.754   9.569   8.965   6.939   8.287   8.699   9.325 
  8.629   7.265   8.901   9.792   8.690   9.832   9.465   8.953   9.020   8.303 
  7.583   9.288   8.129   9.057  10.280   9.612   7.055   8.321   9.032   9.401 
  8.519   7.198   8.721   9.743   8.159   9.707   8.989   8.324   8.971   7.979 
  7.518   8.959   8.107   8.852   9.926   9.557   6.911   8.202   8.928   9.374 
  8.519   7.024   8.660   9.755   8.266   9.655   8.892   8.181   8.852   7.995 
  7.363   8.989   8.049   8.767  10.079   9.490   6.749   8.089   8.968   9.362 
  8.382   6.960   8.623   9.603   8.281   9.386   8.306   7.702   8.687   7.781 
  7.052   8.770   7.912   8.486  10.125   9.526   6.691   7.998   8.837   9.255 
  8.547   6.698   8.596   9.490   8.117   9.197   8.336   7.753   8.568   7.763 
  6.942   8.672   7.882   8.535  10.170   9.334   6.591   7.830   8.806   9.148 
  8.031   6.557   8.434   9.331   8.010   8.995   8.165   7.515   8.379   7.610 
  6.862   8.565   7.720   8.315  10.143   9.310   6.405   7.708   8.571   8.272 
  7.769   6.472   8.324   9.191   7.854   8.699   8.040   7.467   8.452   7.372 
  6.762   8.370   7.445   7.729  10.231   9.133   6.350   7.537   8.468   8.709 
  7.491   6.145   8.083   8.645   7.805   8.336   7.680   7.100   7.848   7.167 
