  -3.9  -4.5  -2.3   1.2   5.4  10.9  15.5  15.3  11.6   6.9   3.4  -1.5
  -7.1  -7.5  -3.1   2.3   8.5  14.5  18.3  17.8  13.5   8.1   2.9  -3.9
  -6.0  -6.1  -1.6   3.3   9.2  14.8  18.2  18.1  13.8   8.6   3.4  -2.9
  -4.7  -5.9  -2.5   2.0   7.4  13.2  17.7  17.6  13.5   8.4   3.8  -1.8
  -2.7  -3.2   0.3   4.7   9.2  13.4  16.3  16.4  13.6   9.5   5.2  -0.3
  -9.2  -8.4  -2.4   4.1  10.8  16.2  19.3  18.2  13.2   7.5   1.4  -6.5
 -15.0 -13.1  -5.9   2.9  10.0  15.9  18.4  16.9  11.9   6.1  -1.0 -11.3
 -10.2  -9.0  -2.5   5.7  13.0  18.3  20.9  19.6  14.8   8.7   2.0  -6.9
 -12.1 -10.8  -4.5   3.3  10.8  16.4  19.1  17.5  12.6   6.6  -0.2  -9.0
 -22.8 -21.2 -15.1  -7.2   1.2   8.6  12.6  10.8   5.2  -1.4  -9.0 -19.0
 -11.7 -10.9  -4.3   3.6  10.6  15.5  17.8  16.5  12.1   6.6   0.4  -8.2
 -18.6 -16.2  -9.4   0.5   8.3  14.1  16.8  15.3  10.0   4.4  -4.4 -14.7
  -6.6  -6.1  -0.9   6.4  12.4  17.9  20.3  19.5  15.4   9.4   3.1  -3.5
 -10.9  -9.5  -3.0   5.6  12.8  18.0  20.6  19.2  14.3   8.1   1.2  -7.7
 -15.4 -13.0  -6.3   2.5   8.8  14.0  17.6  16.4  11.1   5.7  -2.6 -11.1
  -6.7  -6.1  -1.0   6.2  12.3  17.7  20.6  19.7  15.5   9.3   3.3  -3.5
 -27.5 -25.9 -20.4 -10.1  -1.5   6.2  11.8  11.3   5.4  -1.5 -12.1 -22.2
 -22.7 -18.0 -11.2   0.0   8.4  14.4  17.7  16.1   9.8   3.6  -7.5 -17.6
 -19.3 -15.6  -8.2   3.4  11.3  16.8  19.6  18.3  12.4   6.1  -4.5 -14.0
 -21.5 -16.5 -10.3   1.9  10.0  14.6  17.4  15.9   9.9   3.7  -7.2 -16.5
 -17.9 -13.6  -7.8   3.3  11.1  15.9  18.9  17.8  11.7   5.2  -5.1 -12.8
 -15.9 -10.2  -6.1   2.6   9.4  13.1  15.2  14.2   9.5   4.4  -5.1 -11.6
 -11.8  -7.3  -4.0   3.3   9.4  13.5  16.4  15.2  10.6   5.5  -2.7  -7.8
 -16.5 -11.4  -6.7   3.2  10.1  14.1  15.8  14.8   9.8   4.7  -5.5 -13.1
  -6.1  -1.3   3.5   9.1  14.1  18.0  20.8  19.8  14.1   8.4   1.6  -2.8
 -12.1  -6.1  -1.8   4.3   9.3  12.9  15.1  14.1   9.7   4.8  -2.9  -7.9
  -0.2   2.3   3.0   5.4   8.3  10.8  12.8  13.1  11.4   7.9   3.8   1.6
   2.5   4.6   5.8   8.8  12.2  15.1  17.3  17.1  14.2  10.0   5.9   3.9
   4.1   5.8   6.7   9.1  11.9  13.8  15.4  15.3  14.2  10.8   7.2   5.3
 -30.7 -23.5 -14.8  -1.6   7.6  13.7  15.6  13.0   6.5  -4.0 -16.7 -25.7
 -20.7 -13.2  -8.2   0.3   6.7  12.0  14.1  12.5   7.5   0.6  -8.8 -16.6
 -25.6 -25.9 -22.7 -14.3  -3.2   3.4   7.6   6.9   2.4  -5.0 -13.0 -21.8
 -29.6 -28.9 -25.0 -14.3  -0.8  10.1  13.6  10.7   3.1  -8.1 -20.7 -27.2
 -32.1 -33.2 -31.4 -23.1 -10.9  -0.6   4.1   2.4  -5.1 -15.1 -24.5 -29.3
 -28.8 -25.1 -18.9  -6.9   5.0  12.9  16.3  14.1   6.7  -1.6 -14.1 -24.0
