35748 36911 38152 39178
40019 41293 42109 43007
43427 43756 46341 47708
50220 51566 52027 53545
54861 56856 59009 59558
61378 61549 63026 65748
67022 69623 71659 74178
75683 77976 80977 83873
86022 88893 90572 91724
93950 95025 94601 95429
94965 93671 95200 96770
97664 97392 98932 100237
101516 103538 104525 105512
108273 109816 111092 112800
245202 253749 272636 284385
261511 277808 291875 302341
273307 293331 308919 325660
296874 310170 327721 342010
309755 328621 349196 360853
325904 349227 366564 380802
339747 364483 381280 395878
359209 384539 403102 419589
390008 414241 420154 448497
416637 443288 458914 482470
445840 474811 491574 516089
471203 508018 526917 539942
489273 526517 542278 559773
521882 556116 572868 593974
342500 354948 360832 365696
369644 372036 376184 379904
388648 401260 412472 420488
431320 442348 448816 456456
464348 472344 481576 493684
497088 502808 508640 514128
530248 543620 558376 574144
587496 599988 611500 624640
636276 647892 656780 662044
667760 670784 671372 667952
665684 676296 678156 678928
681680 685220 691592 695072
699420 710324 713524 723364
730536 741652 755800 766436
097627 100217 103461 106486
110012 114694 119040 120720
123806 127055 128647 133032
136932 139617 143495 145241
147603 150602 156688 160178
164200 166517 166969 168810
168965 176226 175017 179702
181152 181342 183122 186439
188325 191116 192654 195154
196151 198831 203014 201110
202747 206531 208814 209776
212561 212768 212228 213695
215277 213590 219731 224640
228316 231371 233066 236569
 47938  52699  55336  60687
 53348  59326  62366  68545
 59612  66272  70491  75232
 67709  73907  78196  84785
 74060  81767  84518  91283
 78889  85903  92028  98174
 86794  95939  96583 107539
 97248 106802 109307 120984
110225 120268 123234 133271
122363 129420 129458 134189
118648 122989 123940 125291
115204 118664 119884 123026
113723 118461 122373 125913
118320 126110 131069 136101
 745.8  769.8  803.0  846.2
 876.1  906.3  911.1  932.6
 965.2  995.3 1010.0 1036.0
1074.8 1079.1 1098.0 1110.1
1135.3 1161.2 1190.0 1213.6
1234.0 1266.1 1280.1 1289.1
1299.1 1322.0 1344.7 1370.7
1398.8 1419.9 1445.6 1470.8
1505.4 1528.9 1543.5 1581.9
1601.2 1626.2 1637.4 1644.6
1662.4 1685.6 1705.6 1722.5
1745.4 1748.3 1756.7 1760.1
1756.9 1766.9 1776.2 1782.8
1808.4 1835.5 1857.5 1878.9
107644 113100 118489 124797
129468 134186 137906 143563
150504 154957 160443 167532
174658 179213 183832 188057
194021 200455 206611 209493
215268 224079 228271 232285
235397 244676 248161 255569
262100 269424 277957 282356
288238 294265 301405 309555
317882 322782 332459 338943
347079 353348 361279 367747
373524 376191 375200 379088
382105 386771 387468 393806
398479 405968 416001 420657
253451 255076 259533 262734
265683 269906 272657 273863
277237 278968 284082 286594
293126 299159 302222 306945
312069 319068 321663 327961
326561 334476 337090 340035
341623 342958 350397 357404
363988 366122 374623 380347
385868 389723 399652 407915
410480 422719 427939 435561
442987 448132 452889 460302
461389 464998 462403 463338
465620 464809 468467 464956
469541 470364 471251 466044
005581 006027 006118 006821
007744 008931 010173 012229
014574 016738 018591 021626
025206 027754 030526 034122
039948 044351 048385 055986
060988 072843 080969 100348
128387 167930 202751 273578
